source_index;source_label;source_url;use_code_price_limit;max_price_rub;configured_pattern_ranges;configured_wear_ranges;number;name;pattern;wear;price_usd;price_rub;currency_source;matched_pattern_ranges;matched_wear_ranges;filters_ok;price_ok;excluded_special_version;alert_match;href;scan_time;raw_text
1;UMP-45 | Green Swirl;https://steamcommunity.com/market/listings/730/G181820970A3004?appid=730&assetproperty=CAIVAAAAAB0K1yM8&price_max=4400&price_currency=5;False;1000.0;;;0;UMP-45 | Green Swirl (Factory New);239;0.007380772;0.5835;42.02;EUR;;;True;True;False;True;;2026-06-10 20:53:16;"Consumer Grade SMG
UMP-45 | Green Swirl (Factory New)
Pattern Template: 239
Wear Rating: 0,007380772
€0.49
Buy"
1;UMP-45 | Green Swirl;https://steamcommunity.com/market/listings/730/G181820970A3004?appid=730&assetproperty=CAIVAAAAAB0K1yM8&price_max=4400&price_currency=5;False;1000.0;;;1;UMP-45 | Green Swirl (Factory New);329;0.005348453;0.6194;44.6;EUR;;;True;True;False;True;;2026-06-10 20:53:16;"Consumer Grade SMG
UMP-45 | Green Swirl (Factory New)
Pattern Template: 329
Wear Rating: 0,005348453
€0.52
Buy"
1;UMP-45 | Green Swirl;https://steamcommunity.com/market/listings/730/G181820970A3004?appid=730&assetproperty=CAIVAAAAAB0K1yM8&price_max=4400&price_currency=5;False;1000.0;;;2;UMP-45 | Green Swirl (Factory New);915;0.007119535;0.6194;44.6;EUR;;;True;True;False;True;;2026-06-10 20:53:16;"Consumer Grade SMG
UMP-45 | Green Swirl (Factory New)
Pattern Template: 915
Wear Rating: 0,007119535
€0.52
Buy"
